,username,content_id,rating
1841,Kamurai,11459.0,8.0
1842,r96sk,11459.0,7.0
1843,Wuchak,11543.0,6.0
1844,Wuchak,11543.0,6.0
1845,Wuchak,11543.0,6.0
1846,Wuchak,11543.0,6.0
1847,tmdb44006625,11544.0,9.0
1848,r96sk,11544.0,8.0
1849,John Chard,11571.0,9.0
1850,Wuchak,11571.0,6.0
1851,JPV852,11618.0,4.0
1852,r96sk,11688.0,7.0
1853,John Chard,11708.0,8.0
1854,nutshell,11772.0,10.0
1855,John Chard,11772.0,10.0
1856,BinaryCrunch,11850.0,7.0
1857,Wuchak,11850.0,7.0
1858,Kamurai,11852.0,6.0
1859,John Chard,11886.0,8.0
1860,tmdb17996075,11906.0,10.0
1861,tmdb47633491,11906.0,7.0
1862,missmiserys,11906.0,10.0
1863,John Chard,11935.0,8.0
1864,r96sk,11970.0,6.0
1865,Wuchak,11975.0,7.0
1866,JPV852,11976.0,7.0
1867,JPV852,11976.0,7.0
1868,JPV852,11976.0,7.0
1869,JPV852,11976.0,7.0
1870,tricksy,12096.0,7.0
1871,SierraKiloBravo,12133.0,6.0
1872,Kamurai,12139.0,4.0
1873,RMoore35,12149.0,9.0
1874,ohlalipop,12155.0,7.0
1875,BiGuy,12155.0,7.0
1876,r96sk,12193.0,7.0
1877,Kris_12,12208.0,7.0
1878,Wuchak,12208.0,6.0
1879,r96sk,12227.0,7.0
1880,r96sk,12227.0,7.0
1881,r96sk,12227.0,7.0
1882,r96sk,12227.0,7.0
1883,r96sk,12242.0,6.0
1884,John Chard,12437.0,6.5
1885,EvilWayz,12437.0,10.0
1886,r96sk,12448.0,6.0
1887,Ruuz,12594.0,5.0
1888,John Chard,12715.0,7.0
1889,Wuchak,12767.0,6.0
1890,RCH2288,13012.0,10.0
1891,John Chard,13022.0,8.0
1892,John Chard,13027.0,8.0
1893,Ruuz,13027.0,4.0
1894,Kamurai,13027.0,8.0
1895,jw,13051.0,3.0
1896,r96sk,13053.0,8.0
1897,r96sk,13053.0,8.0
1898,r96sk,13053.0,8.0
1899,r96sk,13053.0,8.0
1900,r96sk,13155.0,6.0
1901,John Chard,13183.0,8.0
1902,msbreviews,13183.0,7.0
1903,wogsurfer,13183.0,10.0
1904,SierraKiloBravo,13183.0,8.0
1905,Wuchak,13183.0,10.0
1906,Wuchak,13186.0,5.0
1907,Ruuz,13205.0,3.0
1908,tmdb17996075,13207.0,4.0
1909,Wuchak,13207.0,7.0
1910,Ruuz,13207.0,7.0
1911,Peter89Spencer,13207.0,8.0
1912,Kamurai,13335.0,6.0
1913,John Chard,13368.0,7.0
1914,narrator56,13368.0,7.0
1915,Kamurai,13374.0,8.0
1916,r96sk,13374.0,7.0
1917,r96sk,13380.0,5.0
1918,r96sk,13417.0,7.0
1919,John Chard,13448.0,7.0
1920,John Chard,13448.0,7.0
1921,John Chard,13448.0,7.0
1922,John Chard,13448.0,7.0
1923,r96sk,13465.0,6.0
1924,Ruuz,13475.0,6.0
1925,John Chard,13475.0,10.0
1926,Kamurai,13498.0,7.0
1927,John Chard,13550.0,9.0
1928,John Chard,13572.0,5.0
1929,r96sk,13673.0,7.0
1930,r96sk,13683.0,2.0
1931,r96sk,13700.0,7.0
1932,r96sk,13761.0,7.0
1933,r96sk,13767.0,7.0
1934,r96sk,13768.0,7.0
1935,JPV852,13788.0,3.0
1936,John Chard,13811.0,7.0
1937,Wuchak,13811.0,7.0
1938,Ruuz,13811.0,4.0
1939,r96sk,14160.0,8.0
1940,Peter89Spencer,14160.0,9.0
1941,angrek,14161.0,7.0
1942,John Chard,14161.0,7.0
1943,r96sk,14175.0,7.0
1944,Kamurai,14199.0,3.0
1945,talisencrw,14239.0,6.0
1946,talisencrw,14359.0,9.0
1947,Wuchak,14367.0,7.0
1948,John Chard,14435.0,7.0
1949,Wuchak,14435.0,7.0
1950,Kamurai,14444.0,4.0
1951,Wuchak,14560.0,7.0
1952,r96sk,14635.0,9.0
1953,r96sk,14819.0,6.0
1954,talisencrw,14836.0,9.0
1955,TheBlah,14836.0,10.0
1956,Kamurai,14836.0,9.0
1957,Kamurai,14873.0,4.0
1958,Wuchak,14926.0,7.0
1959,RMoore35,15019.0,4.0
1960,Kamurai,15028.0,6.0
1961,John Chard,15121.0,9.0
1962,r96sk,15121.0,9.0
1963,tanty,15163.0,7.0
1964,John Chard,15263.0,8.0
1965,r96sk,15487.0,9.0
1966,r96sk,15567.0,6.0
1967,r96sk,15657.0,7.0
1968,Dan_Tebasco,16094.0,4.0
1969,Dan_Tebasco,16096.0,5.0
1970,Joeisacoolguy,16119.0,8.0
1971,Wuchak,16869.0,8.0
1972,JPV852,16869.0,9.0
1973,tanty,16995.0,8.0
1974,narrator56,16995.0,6.0
1975,John Chard,16996.0,7.0
1976,r96sk,17037.0,7.0
1977,John Chard,17281.0,7.0
1978,JPV852,17365.0,7.0
1979,John Chard,17431.0,9.0
1980,Kamurai,17431.0,8.0
1981,John Chard,17529.0,8.0
1982,John Chard,17529.0,8.0
1983,John Chard,17529.0,8.0
1984,John Chard,17529.0,8.0
1985,ohlalipop,17578.0,10.0
1986,lmao7,17578.0,9.0
1987,talisencrw,17654.0,9.0
1988,Kamurai,17654.0,9.0
1989,r96sk,18357.0,1.0
1990,JPV852,18487.0,7.0
1991,r96sk,18736.0,7.0
1992,John Chard,18781.0,6.0
1993,ohlalipop,18823.0,7.0
1994,John Chard,19185.0,7.0
1995,r96sk,19186.0,8.0
1996,Kamurai,19186.0,6.0
1997,John Chard,19345.0,7.0
1998,John Chard,19345.0,7.0
1999,John Chard,19345.0,7.0
2000,John Chard,19345.0,7.0
2001,r96sk,19405.0,7.0
2002,r96sk,19766.0,3.0
2003,Wuchak,19904.0,7.0
2004,Wuchak,19904.0,7.0
2005,Wuchak,19904.0,7.0
2006,Wuchak,19904.0,7.0
2007,tanty,19908.0,5.0
2008,msbreviews,19908.0,8.0
2009,incubus4952,19912.0,7.0
2010,John Chard,19912.0,4.0
2011,Dark Jedi,19912.0,6.0
2012,Wuchak,19912.0,6.0
2013,John Chard,19959.0,7.0
2014,daisyrowley,19995.0,7.0
2015,John Chard,19995.0,5.0
2016,DoryDarko,20504.0,10.0
2017,ohlalipop,20662.0,7.0
2018,John Chard,20723.0,6.0
2019,r96sk,20723.0,8.0
2020,r96sk,20760.0,6.0
2021,Kamurai,20943.0,6.0
2022,r96sk,21316.0,5.0
2023,John Chard,22201.0,8.0
2024,Ruuz,22794.0,5.0
2025,John Chard,22825.0,6.0
2026,John Chard,22825.0,6.0
2027,John Chard,22825.0,6.0
2028,John Chard,22825.0,6.0
2029,John Chard,22825.0,6.0
2030,John Chard,22825.0,6.0
2031,John Chard,22825.0,6.0
2032,John Chard,22825.0,6.0
2033,John Chard,22825.0,6.0
2034,DanDare,22832.0,5.0
2035,RMoore35,22907.0,5.0
2036,ohlalipop,22947.0,7.0
2037,AlCar,22947.0,7.0
2038,shiri4frnz,22954.0,10.0
2039,tmdb15690715,22972.0,7.0
2040,debasish.lipu46@gmail.com,22972.0,7.0
2041,Kamurai,23023.0,4.0
2042,Dark Jedi,23047.0,6.0
2043,Wuchak,23047.0,8.0
2044,ohlalipop,23169.0,7.0
2045,John Chard,23488.0,5.0
2046,Ruuz,23488.0,4.0
2047,ohlalipop,23629.0,7.0
2048,DoryDarko,23629.0,3.0
2049,John Chard,23629.0,7.0
2050,Peter89Spencer,23629.0,9.0
2051,ohlalipop,23629.0,7.0
2052,DoryDarko,23629.0,3.0
2053,John Chard,23629.0,7.0
2054,Peter89Spencer,23629.0,9.0
2055,ohlalipop,23629.0,7.0
2056,DoryDarko,23629.0,3.0
2057,John Chard,23629.0,7.0
2058,Peter89Spencer,23629.0,9.0
2059,ohlalipop,23629.0,7.0
2060,DoryDarko,23629.0,3.0
2061,John Chard,23629.0,7.0
2062,Peter89Spencer,23629.0,9.0
2063,ohlalipop,24021.0,7.0
2064,talisencrw,24418.0,5.0
2065,Dark Jedi,24418.0,7.0
2066,Wuchak,24418.0,7.0
2067,talisencrw,24418.0,5.0
2068,Dark Jedi,24418.0,7.0
2069,Wuchak,24418.0,7.0
2070,talisencrw,24418.0,5.0
2071,Dark Jedi,24418.0,7.0
2072,Wuchak,24418.0,7.0
2073,talisencrw,24418.0,5.0
2074,Dark Jedi,24418.0,7.0
2075,Wuchak,24418.0,7.0
2076,Wuchak,24420.0,6.0
2077,r96sk,24767.0,7.0
2078,Ruuz,24831.0,4.0
2079,Wuchak,24831.0,8.0
2080,Kamurai,24831.0,5.0
2081,r96sk,25059.0,5.0
2082,OfficialChrisM,25754.0,7.0
2083,OfficialChrisM,25754.0,7.0
2084,OfficialChrisM,25754.0,7.0
2085,OfficialChrisM,25754.0,7.0
2086,Wuchak,25769.0,8.0
2087,Wuchak,25769.0,8.0
2088,Wuchak,25769.0,8.0
2089,Wuchak,25769.0,8.0
2090,alltimemarr,26389.0,6.0
2091,JPV852,26389.0,7.0
2092,YouShouldKnow,26390.0,8.0
2093,Dark Jedi,27022.0,9.0
2094,r96sk,27022.0,7.0
2095,ohlalipop,27205.0,7.0
2096,tmdb44006625,27205.0,8.0
2097,Varya,27205.0,7.0
2098,MatthewL.Brady,27205.0,9.0
2099,AdamRife,27205.0,7.0
2100,Kamurai,27573.0,5.0
2101,swagner888,27578.0,8.0
2102,Kamurai,28032.0,2.0
2103,NancyW9,28178.0,10.0
2104,John Chard,28211.0,6.0
2105,sykobanana,28308.0,6.0
2106,sykobanana,28308.0,6.0
2107,sykobanana,28308.0,6.0
2108,sykobanana,28308.0,6.0
2109,John Chard,28355.0,6.0
2110,Rangan,28355.0,7.0
2111,Ruuz,30675.0,6.0
2112,John Chard,31685.0,9.0
2113,John Chard,31685.0,9.0
2114,John Chard,31685.0,9.0
2115,John Chard,31685.0,9.0
2116,Wuchak,32076.0,6.0
2117,tanty,32823.0,3.0
2118,Rangan,32985.0,6.0
2119,John Chard,32985.0,8.0
2120,ohlalipop,33217.0,7.0
2121,Kamurai,33217.0,7.0
2122,Wuchak,34016.0,5.0
2123,narrator56,34016.0,7.0
2124,Wuchak,34016.0,5.0
2125,narrator56,34016.0,7.0
2126,Wuchak,34016.0,5.0
2127,narrator56,34016.0,7.0
2128,Wuchak,34016.0,5.0
2129,narrator56,34016.0,7.0
2130,Dark Jedi,34544.0,6.0
2131,Ruuz,34544.0,5.0
2132,r96sk,34549.0,3.0
2133,tanty,34653.0,7.0
2134,John Chard,34746.0,7.0
2135,DoryDarko,34769.0,7.0
2136,Kamurai,34803.0,7.0
2137,jBullfrog,34813.0,7.0
2138,RMoore35,34813.0,3.0
2139,ohlalipop,35056.0,7.0
2140,Potential Kermode,36557.0,3.0
2141,John Chard,36557.0,9.0
2142,krismdb,36557.0,8.0
2143,JPV852,36557.0,9.0
2144,Wuchak,36557.0,8.0
2145,msbreviews,36557.0,8.0
2146,John Chard,36643.0,7.0
2147,Wuchak,36643.0,6.0
2148,John Chard,36643.0,7.0
2149,Wuchak,36643.0,6.0
2150,John Chard,36643.0,7.0
2151,Wuchak,36643.0,6.0
2152,John Chard,36643.0,7.0
2153,Wuchak,36643.0,6.0
2154,Dark Jedi,36648.0,4.0
2155,YYMBR,36648.0,8.0
2156,tmdb44006625,36648.0,2.0
2157,Ruuz,36648.0,4.0
2158,blackpanzero,36648.0,4.0
2159,talisencrw,36669.0,8.0
2160,John Chard,36669.0,5.0
2161,Wuchak,36669.0,8.0
2162,talisencrw,36669.0,8.0
2163,John Chard,36669.0,5.0
2164,Wuchak,36669.0,8.0
2165,talisencrw,36669.0,8.0
2166,John Chard,36669.0,5.0
2167,Wuchak,36669.0,8.0
2168,talisencrw,36669.0,8.0
2169,John Chard,36669.0,5.0
2170,Wuchak,36669.0,8.0
2171,tricksy,36685.0,7.0
2172,Peter89Spencer,36685.0,8.0
2173,tricksy,36685.0,7.0
2174,Peter89Spencer,36685.0,8.0
2175,tricksy,36685.0,7.0
2176,Peter89Spencer,36685.0,8.0
2177,tricksy,36685.0,7.0
2178,Peter89Spencer,36685.0,8.0
2179,r96sk,37108.0,4.0
2180,themoviediorama,37135.0,7.0
2181,r96sk,37135.0,8.0
2182,themoviediorama,37135.0,7.0
2183,r96sk,37135.0,8.0
2184,themoviediorama,37135.0,7.0
2185,r96sk,37135.0,8.0
2186,themoviediorama,37135.0,7.0
2187,r96sk,37135.0,8.0
2188,themoviediorama,37135.0,7.0
2189,r96sk,37135.0,8.0
2190,themoviediorama,37135.0,7.0
2191,r96sk,37135.0,8.0
2192,themoviediorama,37135.0,7.0
2193,r96sk,37135.0,8.0
2194,themoviediorama,37135.0,7.0
2195,r96sk,37135.0,8.0
2196,themoviediorama,37135.0,7.0
2197,r96sk,37135.0,8.0
2198,nutshell,37136.0,10.0
2199,Wuchak,37233.0,9.0
2200,travisbell,37724.0,8.0
2201,GeekMasher,37724.0,8.5
2202,brekkil,37724.0,3.0
2203,John Chard,37724.0,10.0
2204,Dark Jedi,37724.0,2.0
2205,JPV852,37724.0,8.0
2206,Wuchak,37724.0,8.0
2207,msbreviews,37724.0,9.0
2208,markuspm,37735.0,7.0
2209,tanty,37735.0,7.0
2210,DoryDarko,37735.0,9.0
2211,Ruuz,37735.0,6.0
2212,ohlalipop,37786.0,6.0
2213,tanty,37799.0,7.0
2214,msbreviews,37799.0,9.0
2215,tanty,37799.0,7.0
2216,msbreviews,37799.0,9.0
2217,tanty,37799.0,7.0
2218,msbreviews,37799.0,9.0
2219,tanty,37799.0,7.0
2220,msbreviews,37799.0,9.0
2221,Peter89Spencer,37821.0,7.0
2222,Peter89Spencer,37821.0,7.0
2223,Peter89Spencer,37821.0,7.0
2224,Peter89Spencer,37821.0,7.0
2225,tanty,37834.0,3.0
2226,DoryDarko,38199.0,7.0
2227,Dark Jedi,38321.0,8.0
2228,Dark Jedi,38321.0,8.0
2229,Dark Jedi,38321.0,8.0
2230,Dark Jedi,38321.0,8.0
2231,tanty,38575.0,5.0
2232,ohlalipop,38575.0,10.0
2233,vasago,38575.0,2.0
2234,tanty,38757.0,8.0
2235,ohlalipop,38757.0,8.0
2236,r96sk,38757.0,7.0
2237,johnmills,38757.0,10.0
2238,tanty,38842.0,7.0
2239,tanty,39013.0,8.0
2240,John Chard,39254.0,7.0
2241,Ruuz,39254.0,3.0
2242,tanty,39486.0,7.0
2243,r96sk,39486.0,7.0
2244,r96sk,40490.0,8.0
2245,John Chard,40805.0,7.5
2246,Dark Jedi,40805.0,2.0
2247,Kamurai,40805.0,6.0
2248,rahghav_op,41109.0,7.0
2249,Ruuz,41216.0,5.0
2250,Ruuz,41283.0,6.0
2251,Kamurai,41513.0,6.0
2252,GDawson2,41630.0,7.0
2253,ohlalipop,41733.0,7.0
2254,stackkorora,41733.0,2.0
2255,Kamurai,41733.0,5.0
2256,Ruuz,42684.0,3.0
2257,Wuchak,42684.0,6.0
2258,TheCakerBaker,43539.0,1.0
2259,JPV852,43539.0,8.0
2260,Svumpukkel85,43959.0,4.0
2261,Ruuz,44037.0,3.0
2262,Wuchak,44037.0,5.0
2263,tanty,44115.0,6.0
2264,DoryDarko,44115.0,9.0
2265,Thomaxz,44115.0,1.0
2266,Ruuz,44115.0,5.0
2267,BonStevenson,44214.0,10.0
2268,FarSky,44264.0,7.0
2269,Dark Jedi,44264.0,8.0
2270,FarSky,44264.0,7.0
2271,Dark Jedi,44264.0,8.0
2272,FarSky,44264.0,7.0
2273,Dark Jedi,44264.0,8.0
2274,FarSky,44264.0,7.0
2275,Dark Jedi,44264.0,8.0
2276,Kamurai,44826.0,7.0
2277,ohlalipop,44896.0,7.0
2278,DoryDarko,44896.0,8.0
2279,John Chard,44912.0,6.0
2280,wilburKlick,44943.0,7.0
2281,SierraKiloBravo,44943.0,8.0
2282,tanty,45269.0,9.0
2283,John Chard,45269.0,10.0
2284,brekkil,45317.0,7.5
2285,tanty,45317.0,8.0
2286,FarSky,46261.0,7.0
2287,ireviewfilms,46838.0,7.0
2288,John Chard,46838.0,9.0
2289,lwpcolonel,46929.0,6.0
2290,Kamurai,48186.0,6.0
2291,tanty,49009.0,7.0
2292,Wuchak,49009.0,8.0
2293,tanty,49013.0,4.0
2294,r96sk,49013.0,7.0
2295,Ruuz,49018.0,7.0
2296,John Chard,49018.0,8.0
2297,ropesip,49049.0,7.0
2298,GeekMasher,49049.0,9.0
2299,Dark Jedi,49049.0,7.0
2300,LastCaress1972,49049.0,7.0
2301,tanty,49049.0,4.0
2302,Ruuz,49049.0,8.0
2303,John Chard,49049.0,8.0
2304,tanty,49444.0,7.0
2305,dalboz,49444.0,5.0
2306,themoviediorama,49444.0,6.0
2307,johnmills,49519.0,10.0
2308,tanty,49529.0,3.0
2309,YetAnotherMovieWatcher,49529.0,8.0
2310,Dark Jedi,49529.0,6.0
2311,r96sk,49529.0,7.0
2312,tanty,49529.0,3.0
2313,YetAnotherMovieWatcher,49529.0,8.0
2314,Dark Jedi,49529.0,6.0
2315,r96sk,49529.0,7.0
2316,tanty,49529.0,3.0
2317,YetAnotherMovieWatcher,49529.0,8.0
2318,Dark Jedi,49529.0,6.0
2319,r96sk,49529.0,7.0
2320,tanty,49529.0,3.0
2321,YetAnotherMovieWatcher,49529.0,8.0
2322,Dark Jedi,49529.0,6.0
2323,r96sk,49529.0,7.0
2324,tanty,50014.0,9.0
2325,DoryDarko,50014.0,8.0
2326,Kamurai,50014.0,8.0
2327,r96sk,50321.0,8.0
2328,tanty,50348.0,8.0
2329,John Chard,50671.0,4.0
2330,John Chard,50671.0,4.0
2331,John Chard,50671.0,4.0
2332,John Chard,50671.0,4.0
2333,r96sk,51052.0,7.0
2334,r96sk,51588.0,7.0
2335,tanty,51828.0,5.0
2336,tanty,52520.0,5.0
2337,John Chard,52520.0,6.0
2338,Kamurai,56288.0,5.0
2339,Ruuz,56292.0,7.0
2340,DoryDarko,57157.0,8.0
2341,DoryDarko,57157.0,8.0
2342,DoryDarko,57157.0,8.0
2343,DoryDarko,57157.0,8.0
2344,tanty,57212.0,5.0
2345,Ruuz,57212.0,4.0
2346,John Chard,59678.0,8.0
2347,repojack,59678.0,8.0
2348,repojack,59678.0,8.0
2349,John Chard,59678.0,8.0
2350,repojack,59678.0,8.0
2351,repojack,59678.0,8.0
2352,John Chard,59678.0,8.0
2353,repojack,59678.0,8.0
2354,repojack,59678.0,8.0
2355,John Chard,59678.0,8.0
2356,repojack,59678.0,8.0
2357,repojack,59678.0,8.0
2358,gerithecat,59961.0,7.0
2359,JPV852,59961.0,8.0
2360,gerithecat,59961.0,7.0
2361,JPV852,59961.0,8.0
2362,gerithecat,59961.0,7.0
2363,JPV852,59961.0,8.0
2364,gerithecat,59961.0,7.0
2365,JPV852,59961.0,8.0
2366,Kamurai,59968.0,7.0
2367,tanty,60304.0,6.0
2368,Dark Jedi,60304.0,8.0
2369,Wuchak,60304.0,9.0
2370,Ruuz,60747.0,5.0
2371,Ruuz,60747.0,5.0
2372,Ruuz,60747.0,5.0
2373,Ruuz,60747.0,5.0
2374,tanty,61891.0,8.0
2375,travisbell,62177.0,8.0
2376,Ruuz,62177.0,5.0
2377,r96sk,62177.0,8.0
2378,DanDare,62206.0,4.0
2379,DanDare,62206.0,4.0
2380,DanDare,62206.0,4.0
2381,DanDare,62206.0,4.0
2382,Ruuz,62211.0,7.0
2383,r96sk,62211.0,7.0
2384,johnmills,62211.0,10.0
2385,r96sk,62214.0,7.0
2386,John Chard,63207.0,7.0
2387,markuspm,64635.0,7.0
2388,John Chard,64635.0,6.0
2389,Dark Jedi,64635.0,7.0
2390,markuspm,64635.0,7.0
2391,John Chard,64635.0,6.0
2392,Dark Jedi,64635.0,7.0
2393,markuspm,64635.0,7.0
2394,John Chard,64635.0,6.0
2395,Dark Jedi,64635.0,7.0
2396,markuspm,64635.0,7.0
2397,John Chard,64635.0,6.0
2398,Dark Jedi,64635.0,7.0
2399,WilsonWatches,64689.0,7.0
2400,Ruuz,64690.0,6.0
2401,John Chard,64690.0,10.0
2402,RustyBoi,64690.0,10.0
2403,brightonguy,64720.0,6.0
2404,ohlalipop,65759.0,6.0
2405,r96sk,65759.0,6.0
2406,LastCaress1972,68718.0,7.0
2407,iamyenz,68718.0,9.0
2408,shiri4frnz,68718.0,10.0
2409,Dark Jedi,68718.0,10.0
2410,Wuchak,68718.0,9.0
2411,narrator56,68718.0,7.0
2412,Pugwash,68722.0,7.0
2413,Frank Ochieng,68737.0,7.0
2414,Dark Jedi,68737.0,7.0
2415,Dan_Tebasco,70006.0,7.0
2416,xenocast,70160.0,7.5
2417,ltcomdata,70160.0,8.0
2418,Dark Jedi,70160.0,5.0
2419,tanty,70160.0,5.0
2420,DoryDarko,70160.0,8.0
2421,CharlesTheBold,70160.0,7.0
2422,Dark Jedi,70435.0,4.0
2423,JPV852,70435.0,7.0
2424,Dark Jedi,70981.0,4.0
2425,tanty,70981.0,6.0
2426,Rangan,71469.0,4.0
2427,Dark Jedi,71679.0,7.0
2428,JPV852,71679.0,3.0
2429,Dark Jedi,71679.0,7.0
2430,JPV852,71679.0,3.0
2431,Dark Jedi,71679.0,7.0
2432,JPV852,71679.0,3.0
2433,Dark Jedi,71679.0,7.0
2434,JPV852,71679.0,3.0
2435,Ruuz,71859.0,7.0
2436,Rangan,71859.0,6.0
2437,Ruuz,71859.0,7.0
2438,Rangan,71859.0,6.0
2439,Ruuz,71859.0,7.0
2440,Rangan,71859.0,6.0
2441,Ruuz,71859.0,7.0
2442,Rangan,71859.0,6.0
2443,r96sk,71864.0,8.0
2444,Dark Jedi,72431.0,5.0
2445,JPV852,72559.0,6.0
2446,n22kwhips,72976.0,7.0
2447,tanty,72976.0,7.0
2448,narrator56,72976.0,9.0
2449,John Chard,73499.0,4.0
2450,xenocast,74534.0,8.5
2451,brightonguy,74534.0,10.0
2452,brekkil,75780.0,3.0
2453,John Chard,75780.0,8.0
2454,poisoned,76163.0,2.0
2455,Dark Jedi,76163.0,8.0
2456,kineticandroid,76203.0,7.0
2457,tanty,76203.0,8.0
2458,post_orgasmic_mood,76203.0,8.0
2459,shiri4frnz,76203.0,10.0
2460,damaja,76487.0,6.0
2461,tanty,76492.0,6.0
2462,Ruuz,76492.0,2.0
2463,Kamurai,76494.0,4.0
2464,tanty,76544.0,5.0
2465,EvilAlchemist,76640.0,9.0
2466,Dark Jedi,76640.0,7.0
2467,Peter89Spencer,76640.0,8.0
2468,jw,76640.0,6.0
2469,Rangan,76757.0,6.5
2470,Dark Jedi,76757.0,8.0
2471,Ruuz,76812.0,6.0
2472,Vishnu_Dileep,76812.0,6.0
2473,Rangan,76812.0,7.0
2474,LastCaress1972,77016.0,7.0
2475,Ruuz,77016.0,6.0
2476,John Chard,77174.0,8.0
2477,Kamurai,77174.0,7.0
2478,tanty,77234.0,3.0
2479,Rangan,77234.0,5.0
2480,Ruuz,77883.0,4.0
2481,Kamurai,77931.0,6.0
2482,Kamurai,77953.0,2.0
2483,Ruuz,79694.0,3.0
2484,Rangan,79698.0,5.0
2485,tanty,80278.0,8.0
2486,Rangan,81250.0,8.0
2487,Kamurai,81393.0,7.0
2488,narrator56,81393.0,7.0
2489,Kamurai,81393.0,7.0
2490,narrator56,81393.0,7.0
2491,Kamurai,81393.0,7.0
2492,narrator56,81393.0,7.0
2493,Kamurai,81393.0,7.0
2494,narrator56,81393.0,7.0
2495,Rangan,81446.0,7.0
2496,Dark Jedi,81796.0,7.0
2497,John Chard,81796.0,7.0
2498,John Chard,82505.0,5.0
2499,Wuchak,82505.0,7.0
2500,Dark Jedi,82633.0,6.0
2501,GeekMasher,82690.0,8.5
2502,tanty,82690.0,7.0
2503,r96sk,82690.0,8.0
2504,tmdb39513728,82693.0,7.0
2505,Kamurai,82693.0,8.0
2506,katiegofanywhere,82702.0,7.0
2507,Rangan,82702.0,8.0
2508,tanty,82702.0,8.0
2509,johnmills,82703.0,8.0
2510,r96sk,82881.0,6.0
2511,tanty,83542.0,7.0
2512,travisbell,83542.0,7.5
2513,lucas.scott,83899.0,8.0
2514,Rangan,83899.0,8.0
2515,John Chard,83899.0,8.0
2516,Ruuz,83899.0,8.0
2517,r96sk,83899.0,6.0
2518,John Chard,84194.0,9.0
2519,etmahoney,84332.0,7.0
2520,Kamurai,84332.0,8.0
2521,narrator56,84332.0,8.0
2522,tanty,84892.0,8.0
2523,ILoveDollyParton,84892.0,10.0
2524,tanty,85889.0,7.0
2525,Ruuz,86828.0,4.0
2526,kineticandroid,86829.0,7.0
2527,RMoore35,87502.0,8.0
2528,Kewl_Kat,87818.0,9.0
2529,Kamurai,89185.0,6.0
2530,Dark Jedi,94380.0,6.0
2531,fernandocbl,96721.0,7.0
2532,John Chard,97051.0,5.0
2533,John Chard,97367.0,8.0
2534,Dark Jedi,98566.0,5.0
2535,r96sk,98566.0,5.0
2536,Cithü,101299.0,7.0
2537,thomasdelgado,101299.0,7.0
2538,Dark Jedi,101299.0,6.0
2539,tanty,101299.0,4.0
2540,CharlesTheBold,101299.0,7.0
2541,Kamurai,101299.0,7.0
2542,John Chard,101669.0,8.0
2543,John Chard,101669.0,8.0
2544,John Chard,101669.0,8.0
2545,John Chard,101669.0,8.0
2546,tanty,102651.0,7.5
2547,Dark Jedi,102651.0,8.0
2548,DoryDarko,102651.0,9.0
2549,Kamurai,102651.0,7.0
2550,r96sk,102651.0,7.0
2551,BiGuy,102651.0,9.0
2552,Rangan,105864.0,7.0
2553,Dark Jedi,106747.0,6.0
2554,Kamurai,109176.0,3.0
2555,junijubiroke,109445.0,7.0
2556,tanty,109445.0,8.0
2557,msbreviews,109445.0,7.0
2558,JPV852,109445.0,6.0
2559,r96sk,109445.0,9.0
2560,Ruuz,109451.0,6.0
2561,Kamurai,109451.0,4.0
2562,johnmills,109451.0,8.0
2563,Ruuz,110415.0,8.0
2564,msbreviews,110415.0,9.0
2565,Kamurai,115626.0,6.0
2566,tanty,116745.0,7.0
2567,cactuz911,116745.0,4.0
2568,EjBlackCherry,116745.0,8.0
2569,tanty,116745.0,7.0
2570,cactuz911,116745.0,4.0
2571,EjBlackCherry,116745.0,8.0
2572,tanty,116745.0,7.0
2573,cactuz911,116745.0,4.0
2574,EjBlackCherry,116745.0,8.0
2575,tanty,116745.0,7.0
2576,cactuz911,116745.0,4.0
2577,EjBlackCherry,116745.0,8.0
2578,reverenddr,117263.0,4.5
2579,Ruuz,117263.0,5.0
2580,themoviediorama,117263.0,4.0
2581,Rangan,118612.0,7.0
2582,tanty,122906.0,8.0
2583,TomStensson,127372.0,7.0
2584,Rangan,127380.0,9.0
2585,katch22,127380.0,6.0
2586,JayDeeMac,127585.0,7.0
2587,tanty,127585.0,6.0
2588,Dark Jedi,127585.0,8.0
2589,flabob257,127585.0,7.0
2590,Wuchak,127585.0,9.0
2591,furious_iz,132344.0,7.0
2592,moviereviews,133805.0,7.0
2593,Dark Jedi,133805.0,7.0
2594,Ruuz,135309.0,4.0
2595,Wuchak,135309.0,5.0
2596,John Chard,138843.0,9.0
2597,Dark Jedi,138843.0,7.0
2598,Ruuz,138843.0,5.0
2599,JPV852,138843.0,8.0
2600,tanty,140823.0,8.0
2601,r96sk,140823.0,9.0
2602,tanty,140823.0,8.0
2603,r96sk,140823.0,9.0
2604,tanty,140823.0,8.0
2605,r96sk,140823.0,9.0
2606,tanty,140823.0,8.0
2607,r96sk,140823.0,9.0
2608,Rangan,144336.0,6.5
2609,Dark Jedi,144336.0,7.0
2610,John Chard,145135.0,6.0
2611,Rangan,145135.0,7.0
2612,Kamurai,145135.0,8.0
2613,Rangan,146198.0,6.0
2614,Ruuz,146198.0,5.0
2615,Rangan,146223.0,7.0
2616,tanty,146233.0,8.0
2617,Ruuz,146233.0,7.0
2618,StbMDB,146233.0,8.0
2619,premierexxi,146233.0,10.0
2620,John Chard,146233.0,9.0
